id	mean-document-word-length
0	6.571428571428571
1	15.6
2	5.566666666666666
3	5.068965517241379
4	5.461538461538462
5	4.45
6	4.7272727272727275
7	4.461538461538462
8	7.0
9	5.642857142857143
10	5.774193548387097
11	6.161290322580645
12	4.787878787878788
13	4.75
14	4.714285714285714
15	7.333333333333333
16	4.642857142857143
17	7.375
18	6.857142857142857
19	6.333333333333333
20	11.0
21	4.15
22	9.0
23	6.25
24	4.36
25	5.341463414634147
26	5.086956521739131
27	5.0
28	4.655172413793103
29	5.714285714285714
30	6.967741935483871
31	4.090909090909091
32	5.5
33	4.666666666666667
34	4.266666666666667
35	5.5476190476190474
36	3.0
37	4.0
38	4.678571428571429
39	7.217391304347826
40	4.777777777777778
41	4.9
42	7.625
43	7.5
44	4.230769230769231
45	6.3
46	6.352941176470588
47	6.628571428571429
48	5.222222222222222
49	14.1875
50	6.214285714285714
51	3.8
52	5.131578947368421
53	5.533333333333333
54	3.9508196721311477
55	5.9411764705882355
56	3.769230769230769
57	5.875
58	6.375
59	3.823529411764706
60	4.304347826086956
61	5.035714285714286
62	5.7
63	7.0
64	5.9
65	5.35
66	3.533333333333333
67	7.8
68	4.857142857142857
69	6.242424242424242
70	5.711111111111111
71	6.238095238095238
72	7.071428571428571
73	4.75
74	4.045454545454546
75	3.7222222222222223
76	6.888888888888889
77	5.333333333333333
78	4.269230769230769
79	5.22
80	4.230769230769231
81	4.625
82	5.375
83	6.6923076923076925
84	6.181818181818182
85	4.558139534883721
86	5.0
87	4.918367346938775
88	3.98
89	5.214285714285714
90	4.655172413793103
91	5.875
92	5.083333333333333
93	5.384615384615385
94	4.45945945945946
95	9.6
96	5.6
97	4.769230769230769
98	3.6721311475409837
99	4.913043478260869
100	4.873015873015873
101	3.9655172413793105
102	5.0
103	4.896551724137931
104	5.961538461538462
105	8.2
106	7.352941176470588
107	7.75
108	7.5
109	10.0
110	7.0
111	9.6
112	4.774193548387097
113	3.738095238095238
114	5.193548387096774
115	4.085714285714285
116	4.586206896551724
117	4.619047619047619
118	7.1875
119	4.25
120	4.882352941176471
121	3.9183673469387754
122	16.0
123	7.222222222222222
124	3.9444444444444446
125	4.612903225806452
126	5.67741935483871
127	5.176470588235294
128	5.068965517241379
129	7.111111111111111
130	7.875
131	4.711111111111111
132	4.125
133	5.181818181818182
134	3.7142857142857144
135	4.151515151515151
136	5.166666666666667
137	6.714285714285714
138	4.333333333333333
139	4.0
140	4.45
141	6.916666666666667
142	6.823529411764706
143	5.0638297872340425
144	5.742857142857143
145	7.2
146	9.4
147	7.0
148	5.375
149	6.136363636363637
150	8.454545454545455
151	6.153846153846154
152	4.8125
153	7.909090909090909
154	4.803571428571429
155	5.75
156	5.076923076923077
157	4.3125
158	4.2727272727272725
159	9.666666666666666
160	4.9375
161	6.1
162	4.75
163	3.75
164	4.576923076923077
165	4.117647058823529
166	5.0
167	6.444444444444445
168	5.357142857142857
169	5.777777777777778
170	4.083333333333333
171	6.705882352941177
172	6.125
173	6.970588235294118
174	9.0
175	6.03125
176	5.394736842105263
177	4.793103448275862
178	5.425
179	9.818181818181818
180	4.5
181	5.204081632653061
182	6.032258064516129
183	8.45
184	3.6721311475409837
185	3.6333333333333333
186	6.551724137931035
187	6.333333333333333
188	5.56
189	4.28
190	4.275862068965517
191	5.0
192	5.288888888888889
193	5.888888888888889
194	4.62962962962963
195	4.366666666666666
196	4.857142857142857
197	5.933333333333334
198	11.176470588235293
199	5.0
200	4.568627450980392
201	5.814814814814815
202	4.636363636363637
203	5.814814814814815
204	4.773584905660377
205	4.918918918918919
206	5.2
207	4.666666666666667
208	6.75
209	5.254901960784314
210	4.6571428571428575
211	7.0
212	5.888888888888889
213	10.666666666666666
214	5.125
215	6.560975609756097
216	6.166666666666667
217	6.5
218	6.833333333333333
219	5.526315789473684
220	7.0
221	3.75
222	6.8
223	5.909090909090909
224	5.866666666666666
225	5.468085106382978
226	5.961538461538462
227	6.833333333333333
228	7.4
229	4.1521739130434785
230	5.333333333333333
231	5.115384615384615
232	4.684210526315789
233	5.9375
234	5.525
235	6.166666666666667
236	8.916666666666666
237	7.0
238	7.5
239	5.473684210526316
240	8.0
241	5.75
242	6.266666666666667
243	4.66
244	6.518518518518518
245	6.111111111111111
246	5.033333333333333
247	10.0
248	4.882352941176471
249	8.2
250	5.6
251	6.454545454545454
252	4.15
253	4.451612903225806
254	4.947368421052632
255	11.0
256	7.173913043478261
257	4.0
258	5.121212121212121
259	4.0
260	4.545454545454546
261	4.769230769230769
262	7.25
263	5.0
264	6.166666666666667
265	4.818181818181818
266	4.795918367346939
267	4.72
268	7.7272727272727275
269	6.071428571428571
270	4.55
271	15.5
272	9.285714285714286
273	15.333333333333334
274	11.8
275	6.0
276	9.0
277	9.636363636363637
278	10.428571428571429
279	5.0
280	4.416666666666667
281	5.4
282	7.0
283	12.5
284	5.351351351351352
285	4.7368421052631575
286	5.954545454545454
287	7.230769230769231
288	7.2
289	5.846153846153846
290	10.666666666666666
291	5.155555555555556
292	7.0
293	4.48936170212766
294	4.0
295	7.15
296	5.604651162790698
297	4.631578947368421
298	5.595744680851064
299	5.6521739130434785
300	3.933333333333333
301	4.555555555555555
302	7.333333333333333
303	8.434782608695652
304	5.1
305	6.6
306	5.634146341463414
307	5.954545454545454
308	5.16
309	9.0
310	5.555555555555555
311	4.7368421052631575
312	3.892857142857143
313	5.125
314	4.0
315	5.666666666666667
316	6.222222222222222
317	5.75
318	4.9
319	17.0
320	5.714285714285714
321	7.571428571428571
322	8.11111111111111
323	5.882352941176471
324	6.833333333333333
325	5.666666666666667
326	4.666666666666667
327	7.6
328	6.5
329	13.5
330	6.0
331	7.0
332	4.518518518518518
333	16.0
334	4.75
335	5.976744186046512
336	8.666666666666666
337	6.333333333333333
338	9.2
339	9.631578947368421
340	2.5714285714285716
341	5.212121212121212
342	5.046511627906977
343	6.0
344	3.0
345	3.811320754716981
346	5.85
347	4.9375
348	8.25
349	6.125
350	5.730769230769231
351	5.105263157894737
352	10.666666666666666
353	3.6363636363636362
354	7.571428571428571
355	5.019607843137255
356	8.0
357	4.785714285714286
358	5.025
359	7.083333333333333
360	5.076923076923077
361	6.333333333333333
362	4.25
363	5.3125
364	10.0
365	4.25
366	5.333333333333333
367	5.0
